"The hottest places in hell are reserved for those who, in times of great moral crisis, maintain their neutrality.","Dante Alighieri",Morality
"Charity ain't giving people what you wants to give, it's giving people what they need to get.","Terry Pratchett",Charity
"Charity erodes the cultural prerequisites for a vigorous democracy.","Janet Poppendieck",Charity
"Behold I do not give lectures or a little charity, when I give I give myself.","Walt Whitman",Charity
"When you make an act of charity, or in my case of solidarity, you feel entitled to be as you are and to have what you have. Already you have paid your tax.","Xavier Velasco",Charity
"No one has ever become poor by giving.","Anne Frank",Charity
"No one has ever become poor by giving.","Anne Frank, diary of Anne Frank: the play",Charity
"It's not how much we give but how much love we put into giving.","Mother Theresa",Charity
"There is no exercise better for the heart than reaching down and lifting people up.","John Holmes",Charity
"When we give cheerfully and accept gratefully, everyone is blessed.","Maya Angelou",Charity
"We only have what we give.","Isabel Allende",Charity
"Time you enjoy wasting is not wasted time.","Marthe Troly-Curtin, Phrynette Married",Time
"How did it get so late so soon?","Dr. Seuss",Time
"Don't spend time beating on a wall, hoping to transform it into a door.","Coco Chanel",Time
"They always say time changes things, but you actually have to change them yourself.","Andy Warhol, The Philosophy of Andy Warhol",Time
"Those who make the worst use of their time are the first to complain of its brevity.","Jean de La Bruyère, Les Caractères",Time
"The greatest power of bureaucracies is to make the smart act stupid and the good to act evil.","Raul Ramos y Sanchez, Pancho Land",Bureaucracy
"Government! Three fourths parasitic and the other fourth Stupid fumbling.","Robert A. Heinlein, Stranger in a Strange Land",Bureaucracy
"Bureaucracy defends the status quo long past the time when the quo has lost its status.","Laurence J. Peter",Bureaucracy
"I sighed. I hated the maze of bureaucracy with a passion, but I've found the best way to deal with it is to smile and act stupid. That way, no one gets confused.","Kim Harrison, Dead Witch Walking",Bureaucracy
"Willpower subverts passion. Bureaucracy subverts willpower. Idiocy subverts bureaucracy.","Bauvard, Evergreens Are Prudish",Bureaucracy
"Government! Three fourths parasitic and the other fourth Stupid fumbling.","Robert A. Heinlein, Stranger in a Strange Land",Bureaucracy
"Some third person decides your fate: this is the whole essence of bureaucracy.","Kollontai Alexandra, La Oposicion Obrera",Bureaucracy
"The atmosphere of officialdom would kill anything that breathes the air of human endeavour, would extinguish hope and fear alike in the supremacy of paper and ink.","Joseph Conrad, The Shadow-Line",Bureaucracy
"Willpower subverts passion. Bureaucracy subverts willpower. Idiocy subverts bureaucracy.","Bauvard, Evergreens Are Prudish",Bureaucracy
"The greatest power of bureaucracies is to make the smart act stupid and the good to act evil.","Raul Ramos y Sanchez, Pancho Land",Bureaucracy
"Government! Three fourths parasitic and the other fourth Stupid fumbling.","Robert A. Heinlein, Stranger in a Strange Land",Bureaucracy
"Remove the document—and you remove the man.","Mikhail Bulgakov",Bureaucracy
"Bureaucracy, the rule of no one, has become the modern form of despotism.","Mary McCarthy",Bureaucracy
"There is something about a bureaucrat that does not like a poem.","Gore Vidal, Sex, Death and Money",Bureaucracy
"I did not know that bureaucracy could send its claws into our very coffins","Honoré de Balzac, History of the Thirteen",Bureaucracy
"To acquire knowledge, one must study; To acquire knowledge, one must study;","Marilyn Vos Savant",Knowledge
"When you reach the end of what you should know, you will be at the beginning of what you should sense.","Kahlil Gibran, Sand and Foam",Knowledge
"When you know better you do better.","Maya Angelou",Knowledge
"Remember my friend, that knowledge is stronger than memory, and we should not trust the weaker","Bram Stoker, Dracula",Knowledge
"To attain knowledge, add things everyday. To attain wisdom, remove things every day.","Lao Tzu",Knowledge
"The only true wisdom is in knowing you know nothing.","Socrates",Knowledge
"Any fool can know. The point is to understand.","Albert Einstein",Knowledge
"The greatest enemy of knowledge is not ignorance, it is the illusion of knowledge.","Daniel J. Boorstin",Knowledge
"When you know better you do better.","Maya Angelou",Knowledge
"For me, I am driven by two main philosophies: know more today about the world than I knew yesterday and lessen the suffering of others. You'd be surprised how far that gets you.","Neil deGrasse Tyson",Knowledge
"A friend is someone who knows all about you and still loves you.","Elbert Hubbard",Knowledge
"The only true wisdom is in knowing you know nothing.","Socrates",Knowledge
"Any fool can know. The point is to understand.","Albert Einstein",Knowledge
"I was gratified to be able to answer promptly, and I did. I said I didn’t know.","Mark Twain",Knowledge
"I did then what I knew how to do. Now that I know better, I do better.","Maya Angelou",Knowledge
"A friend is someone who knows all about you and still loves you.","Elbert Hubbard",Love
"The more I know of the world, the more I am convinced that I shall never see a man whom I can really love. I require so much!","Jane Austen, Sense And Sensibility",Love
"It is better to be hated for what you are than to be loved for what you are not.","Andre Gide, Autumn Leaves",Love
"It is not a lack of love, but a lack of friendship that makes unhappy marriages.","Friedrich Nietzsche",Love
"Have you ever been in love? Horrible isn't it? It makes you so vulnerable. It opens your chest and it opens up your heart and it means that someone can get inside you and mess you up.","Neil Gaiman, The Kindly Ones",Love
"A friend is someone who knows all about you and still loves you.","Elbert Hubbard",Love
"We accept the love we think we deserve.","Stephen Chbosky, The Perks of Being a Wallflower",Love
"It is better to be hated for what you are than to be loved for what you are not.","Andre Gide, Autumn Leaves",Love
"Love all, trust a few, do wrong to none.","William Shakespeare, All's Well That Ends Well",Love
"Love is that condition in which the happiness of another person is essential to your own.","Robert A. Heinlein, Stranger in a Strange Land",Love
"The older I grow, the more I distrust the familiar doctrine that age brings wisdom.","H.L. Mencken",Humour
"I think I've discovered the secret of life -- you just hang around until you get used to it.","Charles M. Schulz",Humour
"Sometimes you climb out of bed in the morning and you think, I'm not going to make it, but you laugh inside — remembering all the times you've felt that way.","Charles Bukowski",Humour
"If our Founding Fathers wanted us to care about the rest of the world, they wouldn't have declared their independence from it.","Stephen Colbert",Humour
"A woman without a man is like a fish without a bicycle.","Irina Dunn",Humour
"Those who believe in telekinetics, raise my hand.","Kurt Vonnegut",Humour
"Do not take life too seriously. You will never get out of it alive.","Elbert Hubbard",Humour
"I came from a real tough neighborhood. Once a guy pulled a knife on me. I knew he wasn't a professional, the knife had butter on it.","Rodney Dangerfield",Humour
"If you try to fail, and succeed, which have you done?","George Carlin",Humour
"To get back my youth I would do anything in the world, except take exercise, get up early, or be respectable.","Oscar Wilde",Humour
"I love deadlines. I love the whooshing noise they make as they go by.","Douglas Adams, The Salmon of Doubt",Humour
"""Do you hate people?"",""Charles Bukowski, Barfly"",""I don't hate them...I just feel better when they're not around.""","Charles Bukowski",Humour
"Sometimes you climb out of bed in the morning and you think, I'm not going to make it, but you laugh inside — remembering all the times you've felt that way.","Irina Dunn",Humour
"A woman without a man is like a fish without a bicycle.",,Humour
"If you're too open-minded; your brains will fall out.","Lawrence Ferlinghetti",Humour
"If you're too open-minded; your brains will fall out.","Lawrence Ferlinghetti",Humour
"To get back my youth I would do anything in the world, except take exercise, get up early, or be respectable.","Oscar Wilde",Humour
"If you want to make God laugh, tell him about your plans.","Woody Allen",Humour
"Life would be tragic if it weren't funny.","Stephen Hawking",Humour
"Do not take life too seriously. You will never get out of it alive.","Elbert Hubbard",Humour
"If you seek revenge, it means you're scared or you feel guilty for what happened in some way. It's okay to be angry with someone, but don't think about revenge. It's like a disease that eats you up.","David Miller",Revenge
"Revenge may be wicked, but it’s natural.","William Makepeace Thackeray",Revenge
"I'm a fighter. I believe in the eye-for-an-eye business. I'm no cheek turner. I got no respect for a man who won't hit back. You kill my dog, you better hide your cat.","Muhammad AN, The Greatest My Own Story",Revenge
"If you want a revenge, don't hold it. It poisons you. Either you just let the grudge go, or make him chary.","Toba Beta, My Ancestor Was an Ancient Astronaut",Revenge
"An eye for an eye will only make the whole world blind.","Mahatma Gandhi",Revenge
"Revenge has it's own special taste","Job",Revenge
"Revenge, the sweetest morsel to the mouth that ever was cooked in hell.","Walter Scott, The Heart of Mid-Lothian",Revenge
"If you want a revenge, don't hold it. It poisons you. Either you just let the grudge go, or make him chary.","Toba Beta, My Ancestor Was an Ancient Astronaut",Revenge
"Anger, resentment and jealousy doesn't change the heart of others-- it only changes yours.","Shannon Alder",Revenge
"The best revenge is to be unlike him who performed the injury.","Marcus Aurelius, Meditations",Revenge
"An eye for an eye will only make the whole world blind.","Mahatma Gandhi",Revenge
"Revenge, the sweetest morsel to the mouth that ever was cooked in hell.","Walter Scott, The Heart of Mid-Lothian",Revenge
"Revenge proves its own executioner.","John Ford, The Broken Heart",Revenge
"The best revenge is not to be like your enemy.","Marcus Aurelius, Meditations",Revenge
"Beware the fury of a patient man.","John Dryden",Revenge
"Gossip is just a tool to distract people who have nothing better to do from feeling jealous of those few of us still remaining with noble hearts.","Anna Godbersen, Splendor",Gossip
"I get accused all the time of having a big mouth. But if you ask me, guys gossip way more than girls do.","Meg Cabot",Gossip
"Don't waste your time with explanations: people only hear what they want to hear.","Paulo Coelho",Gossip
"People like to think the worst. They like to have hushed gossip sessions and point their fingers at someone's problems that are more obvious than their own.","Marcia Lynn McClure",Gossip
"Great minds discuss ideas. Average minds discuss events. Small minds discuss people.","Henry Thomas Buckle",Gossip
"I'm not afraid of death; I just don't want to be there when it happens.","Woody Allen",Death
"The fear of death follows from the fear of life. A man who lives fully is prepared to die at any time.","Mark Twain",Death
"It is said that your life flashes before your eyes just before you die. That is true, it's called Life.","Terry Pratchett, The Last Continent",Death
"Death is not the opposite of life, but a part of it.","Haruki Murakami",Death
"No one really knows why they are alive until they know what they'd die for.","Martin Luther King Jr.",Death
"Success is not final, failure is not fatal: it is the courage to continue that counts.","Winston S. Churchill",Success
"If at first you don't succeed, try, try again. Then quit. No use being a damn fool about it.","W.C. Fields",Success
"Try not to become a man of success. Rather become a man of value.","Albert Einstein",Success
"Have no fear of perfection - you'll never reach it.","Salvador Dali",Success
"I can't give you a sure-fire formula for success, but I can give you a formula for failure: try to please everybody all the time.","Herbert Bayard Swope",Success
"You never have to change anything you got up in the middle of the night to write.","Saul Bellow",Imagination
"I am enough of an artist to draw freely upon my imagination.Imagination is more important than knowledge. Knowledge is limited. Imagination encircles the world.","Albert Einstein",Imagination
"Imagination does not become great until human beings, given the courage and the strength, use it to create.","Maria Montessori",Imagination
"People don't read any more. It's a sad state of affairs. Reading's the only thing that allows you to use your imagination. When you watch films it's someone else's vision, isn't it?","Lemmy Kilmister",Imagination
"Living too much in one's head can be dangerous.","Anna Godbersen, Rumors",Imagination
"Wealth is not without its advantages and the case to the contrary, although it has often been made, has never proved widely persuasive.","John Kenneth Galbraith, The Affluent Society",Wealth
"That's why they call it the American Dream, because you have to be asleep to believe it.","George Carlin",Wealth
"The test of our progress is not whether we add more to the abundance of those who have much; it is whether we provide enough for those who have too little.","Franklin D. Roosevelt",Wealth
"Seek not greater wealth, but simpler pleasure; not higher fortune, but deeper felicity.","Mahatma Ghandi",Wealth
"Wealth is the slave of a wise man. The master of a fool ","Seneca",Wealth
"That's why they call it the American Dream, because you have to be asleep to believe it.","George Carlin",Wealth
"Wealth is the parent of luxury and indolence, and poverty of meanness and viciousness, and both of discontent.","Plato",Wealth
"Wealth is like sea-water; the more we drink, the thirstier we become; and the same is true of fame.","Arthur Schopenhauer",Wealth
"If we command our wealth, we shall be rich and free. If our wealth commands us, we are poor indeed.","Edmund Burke",Wealth
"A man is rich in proportion to the number of things which he can afford to let alone.","Henry David Thoreau, Walden",Wealth
"I was doing something I'd never done before. And what will I be able to do tomorrow that I cannot yet do today?","Elizabeth Gilbert, Eat, Pray, Love",Future
"We can become inspired to shape a higher, more ideal future, and when we do, miracles happen.","James Redfield, The Tenth Insight: Holding the Vision",Future
"The future belongs to those who believe in the beauty of their dreams.","Eleanor Roosevelt",Future
"Girls you've gotta know when it's time to turn the page.","Tori Amos, Tori Amos: From the Choirgirl Hotel",Future
"It's amazing how a little tomorrow can make up for a whole lot of yesterday.","John Guare, Landscape of the Body",Future
"Learn to value yourself, which means: fight for your happiness.","Ayn Rand",Happiness
"Happiness depends upon ourselves.","Aristotle",Happiness
"Happiness is not a goal...it's a by-product of a life well lived.","Eleanor Roosevelt",Happiness
"Love is too precious to be ashamed of.","Laurell K. Hamilton, A Stroke of Midnight",Happiness
"There's nothing like deep breaths after laughing that hard. Nothing in the world like a sore stomach for the right reasons.","Stephen Chbosky, The Perks of Being a Wallflower",Happiness
"It's the friends you can call up at 4 a.m. that matter.","Marlene Dietrich",Friendship
"Anybody can sympathise with the sufferings of a friend, but it requires a very fine nature to sympathise with a friend's success.","Oscar Wilde",Friendship
"I ask you to judge me by the enemies I have made.","Franklin D. Roosevelt",Friendship
"Friendship is the hardest thing in the world to explain. It's not something you learn in school. But if you haven't learned the meaning of friendship, you really haven't learned anything.","Muhammad Ali",Friendship
"A friend is someone who knows all about you and still loves you.","Elbert Hubbard",Friendship
"The truth is, everyone is going to hurt you. You just got to find the ones worth suffering for.","Bob Marley",Friendship
"Why is it,""he said, one time, at the subway entrance, ""I feel I've known you so many years?""""Because I like you,"" she said, ""and I don't want anything from you.","Ray Bradbury, Fahrenheit 451",Friendship
"Nothing makes the earth seem so spacious as to have friends at a distance; they make the latitudes and longitudes.","Henry David Thoreau",Friendship
"There is nothing better than a friend, unless it is a friend with chocolate.","Linda Grayson",Friendship
"What is a friend? A single soul dwelling in two bodies.","Aristotle",Friendship
"God created war so that Americans would learn geography.","Mark Twain",War
"I know not with what weapons World War III will be fought, but World War IV will be fought with sticks and stones.","Albert Einstein",War
"It is forbidden to kill; therefore all murderers are punished unless they kill in large numbers and to the sound of trumpets.","Voltaire",War
"Appear weak when you are strong, and strong when you are weak.","Sun Tzu, The Art of War",War
"Only the dead have seen the end of war.","Plato",War
"To burn with desire and keep quiet about it is the greatest punishment we can bring on ourselves.","Federico García Lorca, Blood Wedding and Yerma",Punishment
"The liar's punishment is, not in the least that he is not believed, but that he cannot believe anyone else.","George Bernard Shaw, The Quintessence of Ibsenism",Punishment
"When a man is penalized for honesty he learns to lie.","Criss Jami, Salomé: In Every Inch In Every Mile",Punishment
"The man who has a conscience suffers whilst acknowledging his sin. That is his punishment.","Fyodor Dostoyevsky, Crime and Punishment",Punishment
"Criminals do not die by the hands of the law. They die by the hands of other men.","George Bernard Shaw, Man and Superman",Punishment
"The saddest aspect of life right now is that science gathers knowledge faster than society gathers wisdom.","Isaac Asimov",Science
"Science without religion is lame, religion without science is blind.","Albert Einstein",Science
"Somewhere, something incredible is waiting to be known.","Carl Sagan",Science
"The good thing about science is that it's true whether or not you believe in it.","Neil deGrasse Tyson",Science
"Two things are infinite: the universe and human stupidity; and I'm not sure about the universe.","Albert Einstein",Science
"Any sufficiently advanced technology is indistinguishable from magic.","Arthur C. Clarke, Profiles of the Future: An Inquiry Into the Limits of the Possible",Technology
"We are stuck with technology when what we really want is just stuff that works.","Douglas Adams, The Salmon of Doubt",Technology
"Technological progress has merely provided us with more efficient means for going backwards.","Aldous Huxley, Ends and Means",Technology
"It's supposed to be automatic, but actually you have to push this button.","John Brunner, Stand on Zanzibar",Technology
"Books don't need batteries.","Nadine Gordimer",Technology
"When a man is denied the right to live the life he believes in, he has no choice but to become an outlaw.","Nelson Mandela",Crime
"For the powerful, crimes are those that others commit.","Noam Chomsky",Crime
"Poverty is the parent of revolution and crime.","Aristotle",Crime
"To have once been a criminal is no disgrace. To remain a criminal is the disgrace","Malcolm X",Crime
"Some people steal to stay alive, and some steal to feel alive. Simple as that.","V.E. Schwab, A Darker Shade of Magic",Crime
"You might be poor, your shoes might be broken, but your mind is a palace.","Frank McCourt, Angela's Ashes",Poverty
"There are people in the world so hungry, that God cannot appear to them except in the form of bread.","Mahatma Gandhi",Poverty
"When I give food to the poor, they call me a saint. When I ask why the poor have no food, they call me a communist.","Dom Helder Camara",Poverty
"We are not rich by what we possess but by what we can do without.","Immanuel Kant",Poverty
"Poverty is the parent of revolution and crime.","Aristotle",Poverty
"Think of all the beauty still left around you and be happy.","Anne Frank",Beauty
"It is amazing how complete is the delusion that beauty is goodness.","Leo Tolstoy, The Kreutzer Sonata",Beauty
"You are imperfect, permanently and inevitably flawed. And you are beautiful.","Amy Bloom",Beauty
"There are as many styles of beauty as there are visions of happiness.","Stendhal",Beauty
"There is no exquisite beauty… without some strangeness in the proportion.","Edgar Allan Poe",Beauty
"What a weary time those years were -- to have the desire and the need to live but not the ability.","Charles Bukowski, Ham on Rye",Youth
"It's never too late to have a happy childhood.","Tom Robbins, Still Life with Woodpecker",Youth
"It takes a very long time to become young.","Pablo Picasso",Youth
"Youth is a dream, a form of chemical madness.","F. Scott Fitzgerald, Tales of the Jazz Age",Youth
"Youth offers the promise of happiness, but life offers the realities of grief.","Nicholas Sparks, The Rescue",Youth
"I am incapable of conceiving infinity, and yet I do not accept finity. I want this adventure that is the context of my life to go on without end.","Simone de Beauvoir , La Vieillesse",Ageing
"...inside every old person is a young person wondering what happened.","Terry Pratchett, Moving Pictures",Ageing
"I was brought up to respect my elders, so now I don't have to respect anybody.","Pablo Picasso",Ageing
"Youth is a dream, a form of chemical madness.","George Burns",Ageing
"Many things can prolong your life, but only wisdom can save it.","Neel Burton",Ageing
"Out of suffering have emerged the strongest souls; the most massive characters are seared with scars.","Kahlil Gibran",Suffering
"The wound is the place where the Light enters you.","Rumi",Suffering
"One thing you can't hide - is when you're crippled inside.","John Lennon",Suffering
"There is no beauty in sadness. No honor in suffering. No growth in fear. No relief in hate. It’s just a waste of perfectly good happiness.","Katerina Stoykova Klemer",Suffering
"Nobody can tell what I suffer! But it is always so. Those who do not complain are never pitied.","Jane Austen, Pride and Prejudice",Suffering
"Nothing of me is original. I am the combined effort of everyone I've ever known.","Chuck Palahniuk, Invisible Monsters",Originality
"Books serve to show a man that those original thoughts of his aren't very new after all.","Abraham Lincoln",Originality
"An original idea. That can't be too hard. The library must be full of them.","Stephen Fry",Originality
"All my best thoughts were stolen by the ancients.","Ralph Waldo Emerson",Originality
"Only those with no memory insist on their originality.","Coco Chanel",Originality
"To be yourself in a world that is constantly trying to make you something else is the greatest accomplishment.","Ralph Waldo Emerson",Conformity
"I think the reward for conformity is that everyone likes you except yourself.","Rita Mae Brown",Conformity
"It is no measure of health to be well adjusted to a profoundly sick society.","J. Krishnamurti",Conformity
"It's weird not to be weird.","John Lennon",Conformity
"Every generation laughs at the old fashions, but follows religiously the new.","Henry David Thoreau, Walden",Conformity
